"X1.3","X2.3","X3.3","X4.3","X5.3","X6.3","X7.3","X8.3","X9.3","X10.3"
0.0530217928555381,0,0,0,0,0,0.946978207144462,0,0,0
0,0.284951024042743,0,0,0.715048975957257,0,0,0,0,0
0,0.487804878048781,0,0.0766550522648084,0.378690629011553,0,0,0,0.0568494406748579,0
0.925779317169718,0,0,0,0,0,0,0.024740227610094,0.0296882731321128,0.0197921820880752
0.421356852779231,0.0425625565770569,0.338839474798814,0,0,0,0.197241115844898,0,0,0
0.376803231390652,0,0,0.0173110213502597,0,0,0.605885747259088,0,0,0
0.934428468973054,0,0,0,0,0,0.0655715310269458,0,0,0
0.398864521874652,0,0,0,0,0,0.601135478125348,0,0,0
0,0,0,0,0.976531724080127,0,0,0.0234682759198726,0,0
0.649595687331536,0,0,0,0,0,0.121293800539084,0.22911051212938,0,0
0.0138810386674203,0.0987049905243209,0.683454134388403,0,0,0.0311699970076803,0.0660637696578781,0.0381520763374007,0,0.0685739934168966
0.0790099172199,0,0,0,0,0,0,0.9209900827801,0,0
0.0761271678700586,0,0.840782737588593,0,0,0,0.0458050131411228,0.0332161081516481,0.000332161081516481,0.00373681216706042
0.351648351648352,0,0,0,0,0.538461538461538,0,0.10989010989011,0,0
0.364586593227765,0,0,0,0,0,0.635413406772235,0,0,0
0,0,0,0,0,0,1,0,0,0
0.302098357604802,0,0,0,0,0,0.465267761596799,0.0465267761596799,0,0.18610710463872
0.216300940438871,0,0,0,0,0,0,0,0,0.783699059561129
0,0,0,0,0,0,0,0.994134897360704,0.00586510263929619,0
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0
0,0,0.411218894981021,0.462252214255588,0,0,0,0.126528890763391,0,0
0.0236850415804063,0.16163725042984,0.569055054563318,0,0,0,0,0.245622653426436,0,0
0,0.528465884398088,0,0,0,0.471534115601912,0,0,0,0
0.604292287698018,0.206945403880153,0,0,0,0,0.188762308421829,0,0,0
0.862935465448315,0,0,0,0,0,0.137064534551685,0,0,0
0.0743535988819008,0,0,0,0,0,0.925646401118099,0,0,0
0.159090909090909,0,0,0,0,0,0.443181818181818,0.397727272727273,0,0
0.8694252634858,0.036083277088417,0,0,0,0,0.0934530917397851,0,0.00103836768599761,0
0.338795801878107,0.285030381145277,0.241760265144541,0,0,0,0.116000736512613,0,0.0184128153194623,0
0,0.0109107440521291,0,0,0,0,0,0.482951962418548,0,0.506137293529323
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0.819637883008356,0,0.180362116991643
0,0,0,0,0,0,1,0,0,0
0.0235168442515897,0.118773318986187,0,0.857709836762223,0,0,0,0,0,0
0,0,0,0,0,0.492610837438424,0,0,0,0.507389162561576
0,0.724324324324324,0,0,0,0.275675675675676,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0.0941484145145473,0.300751879699248,0,0.605099705786205,0,0,0,0,0
0.0899685110211426,0.210526315789474,0,0.0219002296564623,0.250017756942965,0,0.427587186589957,0,0,0
0.11441647597254,0,0,0,0,0.68649885583524,0,0,0.19908466819222,0
0,0,0,0,0,0,0,0.974930362116992,0.0250696378830084,0
0.0784345435433007,0.0145548637503032,0,0,0.76752648176599,0,0,0.139079809169564,0.000404301770841756,0
0,0,0,0,0,0,0.74385510996119,0.25614489003881,0,0
0.00364369519275148,0.00952219010372386,0,0,0,0,0,0.986834114703525,0,0
0,0,0,0,0,0,0,1,0,0
0.212164073550212,0.0972418670438472,0,0,0.68953323903819,0,0,0,0.00106082036775106,0
0.236486486486487,0,0,0,0.754920681551116,0,0,0,0.00859283196239718,0
0,0.99228504720333,0,0,0,0,0,0,0.00771495279667039,0
0,0.163004105288578,0.41777348466554,0.241487563390485,0.173871045641149,0,0,0,0.00386380101424777,0
0.440528634361233,0,0,0,0,0,0,0.519823788546256,0.039647577092511,0
0,0.658947368421053,0,0,0.341052631578947,0,0,0,0,0
0,0.874627096974158,0,0.125372903025842,0,0,0,0,0,0
0,0.456547857428915,0.100120144173008,0,0,0.120144173007609,0,0.318181818181818,0.00500600720865038,0
0.337310544985489,0,0,0,0.662689455014511,0,0,0,0,0
0,0,0,0,0,0,0,0.63986863415512,0,0.36013136584488
0.0517335837833607,0.0181576269859905,0,0.0488377553416295,0,0,0.86092196916334,0,0,0.020349064725679
0,0.342303192378406,0.384422530503092,0,0,0,0.0392779542035768,0,0,0.233996322914926
0.0312300828553219,0,0,0,0,0,0.94752496282133,0,0,0.0212449543233482
0,0,0,0.0551627114879123,0,0.50057384028729,0,0.444263448224797,0,0
0,0.16949581960983,0,0,0.210919685837345,0.136306055231822,0.00760070939954396,0.475044337471497,0.000633392449961996,0
0,0,0,0,0,0,0,0,0.0123456790123457,0.987654320987654
0,0.735294117647059,0.261029411764706,0,0,0,0,0,0.00367647058823529,0
0,0,1,0,0,0,0,0,0,0
0,0.998278829604131,0,0.00172117039586919,0,0,0,0,0,0
0.209529311603016,0.110465823400632,0,0.116030162977378,0.205181221114084,0,0.358793480904889,0,0,0
0.0366088044174624,0.427102718203728,0,0.200707770218738,0,0.335580707160072,0,0,0,0
0,0.102317118852678,0,0,0,0.0374591962326751,0,0.267565687376251,0,0.592657997538396
0.0233394015777435,0.669163982635485,0.295826914997899,0,0,0,0.0116697007888718,0,0,0
0,0.447549714174036,0,0,0.36128890408951,0.130087457858993,0.0610739238774613,0,0,0
0.115234197362437,0.760345611641655,0,0.124420190995907,0,0,0,0,0,0
0,0.243765084473049,0.42549387682131,0,0,0.33074103870564,0,0,0,0
0,0.284940874768486,0.428836016526571,0.0297763214133067,0.256446787291637,0,0,0,0,0
0.335195530726257,0,0,0.558659217877095,0,0.106145251396648,0,0,0,0
0,0.208771254058218,0,0.0183422293145509,0.326253232817917,0,0.446633283809314,0,0,0
0,0.193774479488765,0,0,0.696763553906411,0,0.0723562152133581,0,0,0.0371057513914657
0.116071428571429,0,0,0,0.883928571428571,0,0,0,0,0
0,0.867631031407906,0,0.0283364708213613,0.104032497770732,0,0,0,0,0
0.05615620030203,0.442554158258383,0,0.0192443903938418,0,0.481109759846045,0,0,0.000801849599743408,0.000133641599957235
0,0.566750629722922,0,0.00773659589780497,0.425512774379273,0,0,0,0,0
0,0.252820630900299,0,0,0.747179369099701,0,0,0,0,0
0,0.0568509882300688,0,0,0.610037752609372,0,0.33311125916056,0,0,0
0.32368399773591,0.670170615347295,0,0,0,0,0,0,0.0061453869167947,0
0,0,0,0,0.995386962847308,0,0,0,0.00461303715269153,0
0,0,0,0.0197092880019709,0.475240206947524,0,0.505050505050505,0,0,0
0.0284836776143062,0.558775449546738,0,0,0.400108981027394,0.012384207658394,0,0,0.00024768415316788,0
0,0.409415321871814,0,0,0.42752171008684,0,0.163062968041346,0,0,0
0.272435897435897,0.198717948717949,0,0,0.528846153846154,0,0,0,0,0
0.058483807295855,0.323488559105198,0,0.0258790847284158,0,0,0.402076175159003,0.058483807295855,0.131588566415674,0
0.112166647590706,0.844683529815726,0,0.0431498225935676,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0.808881839809675,0,0,0,0,0,0,0,0.00475812846946868,0.186360031720856
0,0.252206809583859,0,0.226986128625473,0.436317780580076,0,0,0.0630517023959647,0,0.021437578814628
0,0,0,0,0,0,0,0.993670886075949,0.00632911392405063,0
0,0,0,0,0,0,0,0.980392156862745,0.0196078431372549,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0.987341772151899,0.0126582278481013,0
0,0,0,0,0,0,0,0.987261146496815,0.0127388535031847,0
0,0,0,0,0,0,0,0.986842105263158,0.00657894736842105,0.00657894736842105
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0.975177304964539,0.024822695035461,0
0,0,0,0,0,0,0,0.92,0.08,0
0,0,0,0,0,0,0,0.864406779661017,0.135593220338983,0
0.247619047619048,0.19047619047619,0,0.0761904761904762,0.485714285714286,0,0,0,0,0
0.0816326530612245,0.204081632653061,0,0,0.714285714285714,0,0,0,0,0
0,0.864241987756572,0,0,0,0.00072020165646381,0,0,0.135037810586964,0
0,0,0,0,0,0,0,0.9997771339425,0.000222866057499443,0
0,0.303468208092486,0,0,0.679190751445087,0,0.0144508670520231,0.00289017341040462,0,0
0.230769230769231,0,0,0,0.699300699300699,0,0.0699300699300699,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0.565749235474006,0.434250764525994,0
0,0,0,0,0,0,0,0.294117647058824,0.705882352941177,0
0.0678163146677001,0.200736291416392,0,0,0,0,0.716915326487115,0.0145320674287929,0,0
