Species	c14.0	c16.0	c16.1w7	c16.2w6	c16.2w4	c16.3w6	c17.0	c16.3w4	c16.3w1	c16.4w1	c18.0	c18.1w9	c18.1w7	c18.2w6	c18.2w4	c18.3w6	c18.3w4	c18.3w3	c18.3w1	c18.4w3	c18.4w1	c20.1w11	c20.1w9	c20.1w7	c20.2w6	c20.3w6	c20.4w6	c20.3w3	c20.4w3	c20.5w3	c22.1w11	c22.1w9	c22.1w7	c22.2w6	c21.5w3	c22.4w6	c22.5w6	c22.4w3	c22.5w3	c22.6w3
Cod	0.02204301	0.1382796	0.0544086	5.38E-04	0.005698925	0.002258065	0.00516129	0.002043011	0	0.002580645	0.04580645	0.1125806	0.05247312	0.008709677	0.001505376	6.45E-04	8.60E-04	0.003010753	0.001397849	0.007956989	6.45E-04	0.01236559	0.05150538	0.01064516	0.005913978	5.38E-04	0.02655914	0.002043011	0.003548387	0.1524731	0.02451613	0.006451613	0.002258065	3.23E-04	0.00311828	0.005698925	0.004946237	5.38E-04	0.0316129	0.1863441
Cod	0.03039416	0.137794	0.0699173	0.002792396	0.004081194	0.003544195	0.004081194	0.003007196	0	0.004188594	0.04070454	0.111481	0.05337773	0.008806788	0.001610998	6.44E-04	0.001073998	0.003544195	7.52E-04	0.008806788	0.001181398	0.01686178	0.05563312	0.008054989	0.003544195	6.44E-04	0.02319837	9.67E-04	0.003758995	0.138868	0.03168296	0.005906992	0.001396198	1.07E-04	0.003544195	0.004081194	0.005155193	6.44E-04	0.03039416	0.173773
Cod	0.03369244	0.1365653	0.08671314	4.22E-04	0.003591044	0.004541614	0.001795522	1.06E-04	0	0.005597803	0.0278834	0.09727503	0.04309252	0.009188847	0.002217997	7.39E-04	8.45E-04	0.003379806	0.001056189	0.01235741	0.00200676	0.01140684	0.08808619	0.008238276	0.002323616	3.17E-04	0.00686523	7.39E-04	0.004435995	0.1498733	0.06316012	0.01013942	0.001795522	2.11E-04	0.004330376	4.22E-04	0.00200676	4.22E-04	0.01108999	0.1610689
Cod	0.02036919	0.1383408	0.06121366	4.24E-04	0.002652238	0.003288776	0.001591343	0.001485254	0	0.001379164	0.03309994	0.1273074	0.05654572	0.006789731	0.001697433	2.12E-04	8.49E-04	0.001909612	5.30E-04	0.003394865	9.55E-04	0.01357946	0.05994059	0.004774029	0.002121791	4.24E-04	0.01771695	6.37E-04	0.003182686	0.1412052	0.03267558	0.00466794	8.49E-04	0	0.003713134	7.43E-04	0.002015701	0	0.01506471	0.2326544
Cod	0.02419951	0.1370601	0.07640283	4.23E-04	0.002113495	0.003170242	0.002219169	0.00179647	0	0.001690796	0.02958893	0.09648103	0.05600761	0.01035612	0.001690796	8.45E-04	7.40E-04	0.004332664	7.40E-04	0.0100391	0.001162422	0.01268097	0.07037937	0.009088027	0.003275917	5.28E-04	0.01405474	0.001162422	0.004861038	0.1521716	0.05558491	0.00803128	0.00179647	2.11E-04	0.00380429	0.001056747	0.003381591	4.23E-04	0.01352637	0.182923
Cod	0.01916395	0.1402548	0.08834369	5.26E-04	0.001895335	0.002948299	0.002316521	0.002211225	0	0.002527114	0.02843003	0.1540486	0.08718543	0.008107824	0.002737707	0.001158261	9.48E-04	0.003053596	8.42E-04	0.01021375	0.001368853	0.01063494	0.03738023	0.0146362	0.003580078	5.26E-04	0.01600505	7.37E-04	0.00410656	0.1589976	0.02895651	0.004843635	0.002105928	1.05E-04	0.004527746	0.001895335	0.003580078	5.26E-04	0.01484679	0.1337264
Cod	0.01015391	0.1806327	0.01261223	0.001068833	0.006733647	0	0	0.002030782	3.21E-04	0.003206499	0.05034203	0.1150064	0.03014109	0.005451047	5.34E-04	0.001068833	0.001175716	0.001817016	0.001389483	0.001496366	6.41E-04	0.005344164	0.02778965	0.002565199	0.002351432	6.41E-04	0.02479692	9.62E-04	0.004061565	0.1064558	0.006412997	0.003527148	8.55E-04	1.07E-04	0.001389483	0.003527148	0.005023514	7.48E-04	0.01122274	0.3663959
Cod	0.03903267	0.1224014	0.07074671	8.49E-04	0.002545609	0.005197285	0.001591006	0.003182011	9.55E-04	0.004879084	0.02068307	0.06968604	0.03054731	0.007530759	0.001697073	0.00106067	6.36E-04	0.003500212	8.49E-04	0.01124311	0.002333475	0.01304625	0.1144463	0.009121765	0.002545609	4.24E-04	0.006894357	8.49E-04	0.004348748	0.163025	0.08506576	0.01410692	0.001484938	2.12E-04	0.005091218	2.12E-04	0.00180314	5.30E-04	0.01474332	0.1609037
Cod	0.03808431	0.1316778	0.08879382	0.001043406	0.002712855	0.007095159	0.001043406	0.005217028	9.39E-04	0.01064274	0.02368531	0.08879382	0.03818865	0.007616861	0.002399833	9.39E-04	7.30E-04	0.002608514	9.39E-04	0.0110601	0.002817195	0.01147746	0.1070534	0.006990818	0.00187813	3.13E-04	0.005008347	7.30E-04	0.003338898	0.1455551	0.1116444	0.01272955	0.002191152	3.13E-04	0.004799666	2.09E-04	0.001252087	4.17E-04	0.01210351	0.1049666
Cod	0.01001939	0.1825038	0.01465201	0.001508296	0.006464124	0	0	0.002477914	2.15E-04	0.002693385	0.05289808	0.1227106	0.03296703	0.005279035	6.46E-04	0.001077354	0.001077354	0.001616031	0.001292825	0.00140056	7.54E-04	0.006140918	0.02391726	0.003339797	0.002154708	7.54E-04	0.0258565	8.62E-04	0.002693385	0.1151691	0.005279035	0.003878474	0.001508296	8.62E-04	0.001723766	0.001292825	0.005602241	8.62E-04	0.01195863	0.3438914
Cod	0.02375553	0.1711478	0.02483533	0.001403736	0.008746356	0	0	0.001727675	0.001079797	0.003347371	0.042544	0.09459022	0.0287226	0.005938883	0	0.001727675	8.64E-04	0.003131411	0	0.003131411	8.64E-04	0.006370802	0.03844077	0.002591513	0.002159594	9.72E-04	0.02062412	5.40E-04	0.006262823	0.1058201	0.0281827	0.005291005	0.001511716	0.001079797	0.001943635	0.00723464	0.004535147	0.001295756	0.01652089	0.3310658
Cod	0.03799618	0.1540013	0.04521333	5.31E-04	0.005518998	0.003077903	0.004669921	0.001698153	0	0.002441095	0.03608576	0.09233708	0.03523668	0.009127574	0.001485884	0.001061346	4.25E-04	0.00371471	0.00137975	0.007429421	0.00116748	0.00997665	0.0798132	0.004669921	0.002653364	5.31E-04	0.01125027	0.00137975	0.003820845	0.1258756	0.06208873	0.00764169	0.00116748	2.12E-04	0.003290172	4.25E-04	0.002865634	3.18E-04	0.0144343	0.2229887
Cod	0.02948637	0.1066371	0.0914183	9.51E-04	0.001690974	0.005495667	0.001902346	0.00465018	0	0.00591841	0.02282815	0.08983302	0.04903826	0.009934475	0.002642148	0.001268231	9.51E-04	0.004544494	8.45E-04	0.02008032	0.002430776	0.0082435	0.1109702	0.01373917	0.002959205	5.28E-04	0.007292327	7.40E-04	0.005707039	0.1498626	0.0802156	0.01585289	0.001902346	2.11E-04	0.006024096	8.45E-04	0.002430776	7.40E-04	0.01384485	0.1253435
Cod	0.02472903	0.1390087	0.07092497	4.21E-04	0.001894139	0.003156898	0.002315058	0.002104599	0	0.001999369	0.0319899	0.1159634	0.05787646	0.009996843	0.001683679	9.47E-04	8.42E-04	0.004630117	7.37E-04	0.01062822	0.001052299	0.01210144	0.05966537	0.007366095	0.003577818	5.26E-04	0.0133642	0.001894139	0.005366726	0.1444807	0.04282858	0.006103336	0.001157529	1.05E-04	0.003683047	0.001052299	0.003577818	4.21E-04	0.0123119	0.1975166
Cod	0.02346667	0.13248	0.06784	4.27E-04	0.0032	0.002773333	0.002773333	0.001706667	0	0.001813333	0.03232	0.09845333	0.05621333	0.01226667	0.002026667	9.60E-04	7.47E-04	0.007466667	0.001066667	0.01738667	0.001173333	0.008853333	0.04981333	0.008853333	0.00416	5.33E-04	0.01152	0.00128	0.00576	0.1816533	0.03061333	0.005653333	0.001386667	1.07E-04	0.004586667	0.001173333	0.003413333	5.33E-04	0.0144	0.1991467
Cod	0.03381795	0.1378003	0.06826802	7.37E-04	0.003055204	0.005372946	0.001580278	0.003581964	7.37E-04	0.006426464	0.03044669	0.0842815	0.03855879	0.007479983	0.002107038	8.43E-04	7.37E-04	0.002739149	9.48E-04	0.008006743	0.002423093	0.01306363	0.08512432	0.005794353	0.002107038	4.21E-04	0.01064054	5.27E-04	0.003265908	0.1559208	0.07037505	0.00842815	0.001158871	2.11E-04	0.004319427	5.27E-04	0.002107038	3.16E-04	0.01885799	0.1768858
Cod	0.04171908	0.1221174	0.09234801	0.001048218	0.002620545	0.007232704	0.00115304	0.00524109	9.43E-04	0.009748428	0.0187631	0.0812369	0.03595388	0.007651992	0.002201258	9.43E-04	7.34E-04	0.00293501	9.43E-04	0.01111111	0.002725367	0.01226415	0.1054507	0.006918239	0.001991614	3.14E-04	0.005555556	6.29E-04	0.003459119	0.1532495	0.1092243	0.01174004	0.001991614	2.10E-04	0.005136268	3.14E-04	0.001362683	4.19E-04	0.0129979	0.1174004
Cod	0.01954397	0.1604497	0.06357045	3.15E-04	0.005043606	0.002837028	0.002206578	2.10E-04	0	0.001365977	0.04665336	0.1597142	0.05852685	0.01155826	9.46E-04	4.20E-04	9.46E-04	0.003467479	0.001260902	0.005989282	8.41E-04	0.01029736	0.04770411	0.005568982	0.002626878	3.15E-04	0.02185563	9.46E-04	0.003992855	0.09656404	0.02185563	0.004203005	7.36E-04	0	0.002206578	0.001260902	0.003467479	4.20E-04	0.01670695	0.2134076
Cod	0.009308229	0.1537973	0.02940554	0.004336789	0.008779353	0	0.006558071	0	0.004442564	7.40E-04	0.04326211	0.1461815	0.05182991	0.006769621	0.001480855	0.001163529	0.001375079	0.005182991	0.001375079	0.006981172	6.35E-04	0.005817643	0.014597	0.009096679	0.004019463	0.001269304	0.03575206	0.00158663	0.003490586	0.137931	0.003384811	0.001798181	0.001692405	7.40E-04	0.003490586	0.00317326	0.006134969	2.12E-04	0.01470277	0.2675058
Cod	0.01521646	0.1575225	0.03161166	0.003750536	0.009215602	0	0	0.001714531	0	0.002143163	0.04736391	0.09515645	0.04779254	0.005143592	0.002464638	0	6.43E-04	0.00235748	0	0.003214745	0.001607372	0.008251179	0.02775396	0.02132447	8.57E-04	6.43E-04	0.0235748	6.43E-04	0.002250321	0.1567724	0.02014574	0.00407201	0.003000429	0	0.004179168	0.002464638	0.004393485	4.29E-04	0.02464638	0.2676811
Cod	0.0188101	0.1143401	0.07745958	7.40E-04	0.003592941	0.003592941	0.003909965	0.004121315	0	0.004226989	0.03540104	0.1126493	0.07872768	0.008876678	0.002641868	8.45E-04	0.001373772	0.003381591	9.51E-04	0.01225827	0.001585121	0.007714256	0.03085702	0.009510726	0.004226989	6.34E-04	0.01870443	0.001373772	0.005389411	0.192328	0.01458311	0.004755363	0.001902145	3.17E-04	0.004861038	0.004226989	0.004861038	5.28E-04	0.0292719	0.174469
Cod	0.01980303	0.1602245	0.03494652	1.06E-04	0.003388754	0.002117971	0.001906174	0.001270783	0	0.00222387	0.03844117	0.1018744	0.04119454	0.006036217	8.47E-04	1.06E-04	6.35E-04	0.001694377	6.35E-04	0.003176956	3.18E-04	0.008683681	0.04934872	0.004024145	0.002117971	4.24E-04	0.02393307	8.47E-04	0.002753362	0.1298316	0.03769988	0.00582442	0.001376681	3.18E-04	0.00222387	0.001058985	0.003071058	0	0.0148258	0.2906915
Cod	0.01064056	0.1764205	0.0359651	0.003298574	0.01021494	0	0	0.003724197	0	0.003192169	0.04288146	0.113854	0.05511811	0.005639498	0.001064056	0.002447329	9.58E-04	0.002021707	5.32E-04	0.002872952	9.58E-04	0.002872952	0.01415195	0.01298149	0.002766546	7.45E-04	0.02532454	6.38E-04	0.002021707	0.1558842	0.007129176	0.002234518	0.002021707	0.001808896	0.002766546	0.002021707	0.004788253	5.32E-04	0.01883379	0.2686742
Cod	0.01315231	0.1436148	0.03521426	0.004773017	0.005621553	0.00180314	0.006257955	0.001484938	0.004030547	0.002227408	0.04719983	0.1201739	0.06141281	0.007848961	0.002439542	0.00106067	0.001484938	0.00678829	0.001378871	0.0109249	0.001272804	0.006894357	0.01474332	0.009546033	0.004773017	8.49E-04	0.03256258	0.002015274	0.004773017	0.1755409	0.004560882	0.002121341	0.003075944	6.36E-04	0.004454815	0.003712346	0.005197285	3.18E-04	0.01771319	0.2263471
Cod	0.0262743	0.1338939	0.1073043	5.25E-04	0.001576458	0.0037835	0.001786653	0.00262743	0	0.003047819	0.02785076	0.136206	0.06820809	0.0111403	0.002207042	0.001050972	7.36E-04	0.004203889	7.36E-04	0.01208618	0.001366264	0.009248555	0.0641093	0.01208618	0.0037835	5.25E-04	0.009563847	9.46E-04	0.00451918	0.1450342	0.04718865	0.008092486	0.001786653	2.10E-04	0.00451918	7.36E-04	0.001996847	4.20E-04	0.01082501	0.1277982
Cod	0.01197288	0.158932	0.03507099	0.003390549	0.004450095	0.001165501	0.004979869	0	0.003072685	0.001695274	0.03867345	0.1280992	0.05011655	0.007416826	0.002542912	0.001059547	0.001483365	0.005509642	0.001165501	0.006039415	7.42E-04	0.005509642	0.0170587	0.006251324	0.004344141	0.001059547	0.03835558	0.001907184	0.00317864	0.1571307	0.004344141	0.002013138	0.001801229	4.24E-04	0.003072685	0.004344141	0.005509642	2.12E-04	0.01684679	0.2590591
Cod	0.01826629	0.159962	0.03220357	0	0.002534051	0.001689368	0.001372611	5.28E-04	0	6.34E-04	0.03262591	0.08763594	0.03547672	0.004329004	7.39E-04	0	4.22E-04	0.001055855	3.17E-04	0.001478197	3.17E-04	0.01583782	0.06493506	0.004962517	0.001689368	3.17E-04	0.02058917	4.22E-04	0.002217295	0.1273361	0.05543237	0.008446838	0.001478197	0	0.001794953	7.39E-04	0.002428466	0	0.01414845	0.2956393
Cod	0.02455216	0.1551106	0.07334036	5.27E-04	0.00337197	0.003477345	0.002107482	2.11E-04	0	0.002739726	0.03340358	0.0886196	0.05584826	0.008324552	0.001896733	5.27E-04	7.38E-04	0.0028451	7.38E-04	0.00748156	9.48E-04	0.006638567	0.05036881	0.006322445	0.002634352	4.21E-04	0.01875659	6.32E-04	0.004004215	0.1688093	0.03034773	0.004847208	0.001264489	0	0.00337197	0.001053741	0.0028451	2.11E-04	0.01559536	0.2150685
Cod	0.03026468	0.1333966	0.09912475	4.22E-04	0.003058104	0.004850786	0.001792682	1.05E-04	0	0.004218074	0.03037014	0.09596119	0.06095118	0.009701571	0.002425393	8.44E-04	8.44E-04	0.004007171	9.49E-04	0.01349784	0.001476326	0.008752504	0.06158389	0.00622166	0.002425393	4.22E-04	0.01318148	6.33E-04	0.004428978	0.1710429	0.04144258	0.005378045	0.001265422	1.05E-04	0.004639882	9.49E-04	0.002319941	4.22E-04	0.01476326	0.1617632
Cod	0.02953319	0.1351752	0.06139515	5.29E-04	0.002328782	0.003387319	0.002222928	0.002117074	0.001164391	0.00285805	0.02593416	0.1018313	0.04255319	0.01026781	0.001693659	0.001058537	7.41E-04	0.005080978	8.47E-04	0.01354927	0.001376098	0.01926538	0.08214248	0.006245369	0.003493172	5.29E-04	0.01100879	0.001270245	0.004763417	0.1572986	0.0500688	0.007092199	0.001058537	2.12E-04	0.003493172	4.23E-04	0.002540489	4.23E-04	0.01238488	0.1906425
Cod	0.02542373	0.1327331	0.09120763	5.30E-04	0.003495763	0.004025424	0.002330508	2.12E-04	0	0.003283898	0.03358051	0.1064619	0.06896186	0.01016949	0.002542373	7.42E-04	8.47E-04	0.004449153	7.42E-04	0.01271186	0.001377119	0.007521186	0.04470339	0.004766949	0.002648305	4.24E-04	0.01525424	8.47E-04	0.005084746	0.1805085	0.02266949	0.003072034	6.36E-04	0	0.00434322	9.53E-04	0.002542373	4.24E-04	0.01461864	0.1831568
Cod	0.03797869	0.1262791	0.08619053	9.49E-04	0.00348138	0.0058023	0.001476949	0.004008862	0.00116046	0.007279249	0.02405317	0.09167634	0.04146007	0.008861694	0.002109927	0.001054964	7.38E-04	0.003797869	0.00116046	0.01318705	0.00232092	0.01635194	0.1046524	0.008334212	0.002531913	4.22E-04	0.007912227	7.38E-04	0.003797869	0.1333474	0.09494672	0.01128811	0.001898934	2.11E-04	0.004536343	7.38E-04	0.001793438	5.27E-04	0.01466399	0.1262791
Cod	0.02912827	0.1269993	0.07583942	6.36E-04	0.002965788	0.004554602	0.001694736	0.002965788	9.53E-04	0.004130918	0.02722169	0.09405783	0.04819405	0.006990785	0.00211842	8.47E-04	7.41E-04	0.002542104	9.53E-04	0.007732232	0.001906578	0.01948946	0.09977757	0.007944074	0.002542104	4.24E-04	0.01154539	6.36E-04	0.003495392	0.1459591	0.08018218	0.01038026	0.001694736	2.12E-04	0.004130918	6.36E-04	0.00211842	3.18E-04	0.01546446	0.1498782
Cod	0.018967	0.1357694	0.05282898	6.43E-04	0.007393913	0.002143163	0.005036434	0.002464638	0	0.003000429	0.04232748	0.126661	0.06440206	0.007929704	0.002143163	7.50E-04	0.001285898	0.003107587	0.001607372	0.009751393	7.50E-04	0.01339477	0.0302186	0.01960994	0.00642949	5.36E-04	0.02871839	0.001607372	0.003643378	0.1718817	0.01232319	0.004822117	0.003429061	3.21E-04	0.003857694	0.006643806	0.00642949	5.36E-04	0.03129018	0.165345
Cod	0.0164968	0.162236	0.05947252	2.10E-04	0.001260902	0.002311653	0.001891352	6.30E-04	0	7.36E-04	0.03372912	0.1377535	0.06819376	0.005989282	0.001576127	2.10E-04	6.30E-04	0.001681202	1.05E-04	0.002731953	2.10E-04	0.009141536	0.04003362	0.005043606	0.002206578	3.15E-04	0.02511296	7.36E-04	0.002311653	0.1517285	0.02752968	0.004413155	0.001365977	0	0.00367763	0.001260902	0.002206578	0	0.01250394	0.2123568
Cod	0.02516054	0.1502263	0.06411201	5.26E-04	0.002526582	0.003789873	0.001579114	0.001894936	8.42E-04	0.002105485	0.03095063	0.08537741	0.04716286	0.006737551	0.001579114	9.47E-04	6.32E-04	0.002842404	8.42E-04	0.007158648	0.001473839	0.01221181	0.05874303	0.005158438	0.002631856	4.21E-04	0.01368565	8.42E-04	0.003579324	0.171597	0.04137278	0.005263712	8.42E-04	1.05E-04	0.00421097	7.37E-04	0.003158227	3.16E-04	0.01505422	0.2216023
Cod	0.03705648	0.1237665	0.09122402	0.001049759	0.002729372	0.006718455	0.001154734	0.004828889	9.45E-04	0.008293093	0.01994541	0.08471552	0.04199034	0.008083141	0.002099517	0.001049759	6.30E-04	0.003569179	9.45E-04	0.0117573	0.002624396	0.01417174	0.1007768	0.007663237	0.002204493	4.20E-04	0.008293093	6.30E-04	0.003569179	0.1502204	0.09972706	0.01196725	0.001994541	2.10E-04	0.005038841	4.20E-04	0.001574638	4.20E-04	0.01354189	0.1219819
Cod	0.02287341	0.1241699	0.09339096	7.38E-04	0.001897333	0.004110889	0.00242437	0.003689259	0	0.005059555	0.02540318	0.1137346	0.07473385	0.009065036	0.003056815	0.001370296	0.001475704	0.004110889	0.001054074	0.01623274	0.002213555	0.01127859	0.05744703	0.01739222	0.004110889	6.32E-04	0.01401918	8.43E-04	0.005059555	0.1703384	0.04332244	0.009170444	0.002108148	2.11E-04	0.005481185	0.001791926	0.003267629	6.32E-04	0.01538948	0.1266997
Cod	0.02549308	0.1375367	0.0751154	5.25E-04	0.002727654	0.003671842	0.001993286	0.002203105	0.001468737	0.002517835	0.02926983	0.1188628	0.06126731	0.007133865	0.001783466	9.44E-04	6.29E-04	0.002937474	9.44E-04	0.008287872	0.001049098	0.01133026	0.06294587	0.008497692	0.002937474	4.20E-04	0.01647084	8.39E-04	0.003252203	0.1572598	0.05088124	0.006714226	0.001468737	2.10E-04	0.004091481	0.001468737	0.002832564	3.15E-04	0.01615611	0.1655476
Cod	0.03498542	0.1536551	0.04319188	0.002807472	0.01036605	0	0.001079797	0.002591513	0	0.002051614	0.03768492	0.08551992	0.03045028	0.009610193	0.002051614	0.001079797	7.56E-04	0.003887269	0	0.006046863	0.001619695	0.009610193	0.06165641	0.006478782	0.001187777	3.24E-04	0.01652089	5.40E-04	0.00367131	0.122341	0.06781125	0.006478782	0.001727675	1.08E-04	0.002699492	0.001403736	0.004103229	5.40E-04	0.02051614	0.2428463
Cod	0.02837499	0.1316163	0.06089709	5.46E-04	0.007639419	0.002728364	0.004911055	0.002182691	0	0.002182691	0.0388519	0.1112081	0.04932882	0.007857689	0.001637018	7.64E-04	7.64E-04	0.003492306	0.001527884	0.009822111	9.82E-04	0.01255047	0.06166103	0.0120048	0.004474517	4.37E-04	0.02193605	0.001527884	0.004365383	0.1559533	0.02477355	0.006002401	0.001309615	2.18E-04	0.003710575	0.006002401	0.004583652	7.64E-04	0.03994325	0.1704682
Cod	0.02803046	0.1301037	0.07742754	5.29E-04	0.001798181	0.004654115	0.001903956	0.002538608	0.001163529	0.002327057	0.03183838	0.1086313	0.05690713	0.01015443	0.002009731	0.001163529	8.46E-04	0.004971441	6.35E-04	0.01121219	0.001480855	0.01650095	0.07171568	0.006240745	0.003279035	4.23E-04	0.008779353	0.001480855	0.005182991	0.1532685	0.05204146	0.006769621	8.46E-04	1.06E-04	0.004654115	5.29E-04	0.002538608	5.29E-04	0.01406812	0.1707214
Cod	0.02227644	0.1228387	0.0952583	5.30E-04	0.002121566	0.00371274	0.002227644	0.002864114	0	0.003924897	0.02811075	0.128779	0.08369577	0.01007744	0.003288427	0.001272939	0.001166861	0.003924897	0.001060783	0.01580566	0.001909409	0.009971359	0.05219052	0.01166861	0.004137053	6.36E-04	0.01400233	8.49E-04	0.005197836	0.1646335	0.03203564	0.005834306	0.001485096	1.06E-04	0.005728227	0.001591174	0.003182349	5.30E-04	0.01516919	0.1362045
Cod	0.02950408	0.1305712	0.07794518	7.32E-04	0.001046244	0.006068215	0.001569366	0.003138732	0.001150868	0.006068215	0.02814396	0.1283741	0.05419544	0.008160703	0.00261561	9.42E-04	8.37E-04	0.003034108	5.23E-04	0.007951454	0.002092488	0.01381042	0.09635907	0.008369952	0.002720234	3.14E-04	0.006486713	0.002092488	0.003975727	0.1408244	0.0905001	0.01161331	0.001883239	2.09E-04	0.0042896	3.14E-04	0.001255493	4.18E-04	0.00952082	0.1103787
Cod	0.03176141	0.1397502	0.06244617	6.46E-04	0.006567614	0.003445306	0.003122308	0.002691645	0	0.003552972	0.03046942	0.1028208	0.04952627	0.008936262	0.001722653	6.46E-04	7.54E-04	0.003445306	0.001184324	0.01098191	0.001076658	0.0119509	0.06524548	0.00796727	0.00333764	4.31E-04	0.01841085	0.001076658	0.003660637	0.1440568	0.03585271	0.006352283	0.001507321	1.08E-04	0.003445306	0.003122308	0.004414298	6.46E-04	0.0292851	0.1935831
Cod	0.02497343	0.1504782	0.08459086	7.44E-04	0.004675877	0.003719447	0.004569607	0.003506908	0	0.004144527	0.03528162	0.1109458	0.0706695	0.008076514	0.002125399	7.44E-04	0.001275239	0.002444208	0.001062699	0.008501594	0.001062699	0.01445271	0.03156217	0.01137088	0.004675877	5.31E-04	0.02422954	0.001381509	0.003188098	0.1752391	0.01657811	0.004250797	0.001806589	6.38E-04	0.003294368	0.005526036	0.004675877	3.19E-04	0.02911796	0.1435707
Cod	0.04024442	0.1292668	0.1101981	5.27E-04	0.002528445	0.006215761	0.001264223	1.05E-04	0	0.007269279	0.02423093	0.08638854	0.04825116	0.007901391	0.002317741	7.37E-04	8.43E-04	0.002844501	7.37E-04	0.01148335	0.002212389	0.01127265	0.1026127	0.009165613	0.001896334	3.16E-04	0.006531816	5.27E-04	0.003792668	0.1336915	0.09197219	0.01222082	0.002423093	1.05E-04	0.004108723	3.16E-04	0.001369574	3.16E-04	0.01295828	0.1188369
Cod	0.0124512	0.1624987	0.03925293	0	0.001793817	0.001266223	0.002215891	2.11E-04	0	0	0.03714256	0.1210299	0.05930147	0.005486968	0.001160705	0	4.22E-04	0.001266223	3.17E-04	9.50E-04	0	0.0107629	0.03861982	0.005170413	0.00232141	3.17E-04	0.03144455	5.28E-04	0.001688298	0.1494144	0.02289754	0.004115226	0.001160705	0	0.002215891	0.001793817	0.002532447	0	0.01445605	0.2637966
Cod	0.02936533	0.1444059	0.07188717	5.26E-04	0.001578781	0.004631091	0.001368277	0.002420798	9.47E-04	0.003262814	0.03525945	0.1188296	0.05778339	0.007683402	0.001894537	8.42E-04	6.32E-04	0.003368067	6.32E-04	0.00863067	0.001578781	0.0153668	0.07536049	0.005262604	0.002631302	4.21E-04	0.009156931	0.001052521	0.003683823	0.1572466	0.0531523	0.006420377	8.42E-04	1.05E-04	0.004420587	3.16E-04	0.001684033	3.16E-04	0.01157773	0.1534575
Cod	0.03393025	0.1303801	0.07487695	8.38E-04	0.001885014	0.006492826	0.001361399	0.003874751	0.001256676	0.008377841	0.02523824	0.09456488	0.04293643	0.007749503	0.002303906	9.43E-04	7.33E-04	0.002827521	7.33E-04	0.009110902	0.002303906	0.01235731	0.09959158	0.006806995	0.002303906	3.14E-04	0.006492826	0.001466122	0.003665305	0.1519531	0.09320348	0.01099592	0.001780291	2.09E-04	0.004503089	3.14E-04	0.001570845	4.19E-04	0.01193842	0.1373966
Cod	0.02576087	0.1343478	0.07119565	6.52E-04	0.00423913	0.002608696	0.004021739	0.003043478	0	0.003152174	0.0323913	0.1731522	0.08913043	0.007391304	0.002608696	7.61E-04	0.00173913	0.002717391	0.001195652	0.008695652	8.70E-04	0.0273913	0.0425	0.02054348	0.004782609	4.35E-04	0.02293478	0.001086957	0.002391304	0.1491304	0.03217391	0.006521739	0.002173913	1.09E-04	0.002826087	0.002934783	0.002608696	2.17E-04	0.01391304	0.09565217
Cod	0.02886049	0.142918	0.05410011	5.32E-04	0.00628328	0.003088392	0.003620873	0.001916933	0	0.003194888	0.0399361	0.1115016	0.04238552	0.007667732	0.002023429	0.001171459	5.32E-04	0.002768903	0.002129925	0.007561235	0.001490948	0.009158679	0.06187433	0.007241747	0.002555911	5.32E-04	0.01277955	4.26E-04	0.003301384	0.1481363	0.04952077	0.005644302	0.001277955	2.13E-04	0.004366347	0.001064963	0.002875399	3.19E-04	0.01853035	0.2064963
Cod	0.02415094	0.1224798	0.04862534	5.39E-04	0.006253369	0.002264151	0.004204852	0.002371968	0	0.002911051	0.04495957	0.109434	0.05358491	0.007331536	0.001725067	9.70E-04	5.39E-04	0.002803235	0.001401617	0.007762803	0.001185984	0.01336927	0.06167116	0.01293801	0.004743935	4.31E-04	0.03083558	0.001401617	0.003881402	0.1585984	0.02436658	0.00690027	0.001509434	2.16E-04	0.003450135	0.004743935	0.004743935	6.47E-04	0.0341779	0.185876
Cod	0.02402563	0.1049653	0.07976508	7.47E-04	0.002242392	0.004805125	0.002135611	0.004271223	0	0.005872931	0.02979178	0.1029365	0.05883609	0.01003737	0.003096636	0.001494928	0.001067806	0.004698345	9.61E-04	0.01964762	0.002669514	0.0115323	0.07656167	0.01035771	0.003203417	5.34E-04	0.00950347	8.54E-04	0.006406834	0.1734116	0.04431393	0.008862787	0.001067806	1.07E-04	0.005979712	6.41E-04	0.002883075	6.41E-04	0.0159103	0.1631607
Cod	0.04053912	0.1346741	0.08581657	0.001052964	0.002843003	0.006423081	0.001158261	0.004527746	0.001052964	0.008529009	0.02148047	0.1015057	0.03843319	0.008844898	0.002316521	0.001052964	7.37E-04	0.003369485	9.48E-04	0.01242498	0.002527114	0.01189849	0.1041381	0.006107192	0.002211225	3.16E-04	0.004738338	9.48E-04	0.003790671	0.1494156	0.08781721	0.009792566	0.001579446	2.11E-04	0.005159524	1.05E-04	0.001263557	4.21E-04	0.01221438	0.1176161
