Species	c14.0	c16.0	c16.1w7	c16.2w6	c16.2w4	c16.3w6	c17.0	c16.3w4	c16.3w1	c16.4w1	c18.0	c18.1w9	c18.1w7	c18.2w6	c18.2w4	c18.3w6	c18.3w4	c18.3w3	c18.3w1	c18.4w3	c18.4w1	c20.1w11	c20.1w9	c20.1w7	c20.2w6	c20.3w6	c20.4w6	c20.3w3	c20.4w3	c20.5w3	c22.1w11	c22.1w9	c22.1w7	c22.2w6	c21.5w3	c22.4w6	c22.5w6	c22.4w3	c22.5w3	c22.6w3
WinterFlounder	0.01462463	0.1978117	0.03206587	1.08E-04	0.009099773	4.33E-04	0.004333225	4.33E-04	0	2.17E-04	0.04344058	0.06716499	0.03314917	0.007041491	0.001191637	2.17E-04	5.42E-04	0.005308201	0.002058282	0.00173329	1.08E-04	0.008774781	0.0254577	0.01354133	0.004441556	7.58E-04	0.04604052	0.001949951	0.00173329	0.2099448	0.008341458	0.003141588	0.002708266	4.33E-04	0.001408298	0.01321634	0.004766548	6.50E-04	0.08623118	0.1453797
WinterFlounder	0.02213626	0.1560284	0.07919622	7.52E-04	0.009026435	0.003116269	0.004620675	0.002256609	4.30E-04	0.001074576	0.03245218	0.09209112	0.0526542	0.009563722	0	0.002364066	7.52E-04	0.002578981	0.002256609	0.004728132	0.001182033	0.004943047	0.02772405	0.00924135	0.002901354	9.67E-04	0.04104879	7.52E-04	0.002578981	0.1432409	0.007844401	0.002578981	0.002041694	0	0.004083387	0.004298302	0.005587793	1.07E-04	0.03954438	0.2212551
WinterFlounder	0.01937686	0.175823	0.07068149	6.61E-04	0.006825939	0.001761533	0.00495431	0.001100958	0	5.50E-04	0.04216669	0.1010679	0.06297479	0.01100958	0.001871628	3.30E-04	0.001100958	0.005504789	0.001541341	0.002752395	5.50E-04	0.008036992	0.01948695	0.01111967	0.005394693	0.001431245	0.03269845	0.001541341	0.002642299	0.1541341	0.005945172	0.003192778	0.001761533	5.50E-04	0.002312011	0.009358142	0.004624023	5.50E-04	0.03556094	0.1870527
WinterFlounder	0.02473899	0.1509305	0.09668634	0.001475261	0.01339083	0.00283704	0.007376305	0.002042669	4.54E-04	6.81E-04	0.03007263	0.09101226	0.06820245	0.01497957	2.27E-04	0.002156151	0.002496596	0.003064004	0.002950522	0.00283704	7.94E-04	0.008511121	0.02678166	0.01157512	0.008170676	0.002496596	0.03608715	0.001134816	0.002950522	0.1406037	0.01089424	0.003631412	0.002042669	0	0.004539265	0.01191557	0.00635497	3.40E-04	0.04187472	0.16069
WinterFlounder	0.02614238	0.1554499	0.0811278	9.72E-04	0.006373555	0.003132764	0.005509344	0.003780923	0	0.003240791	0.0413741	0.07162148	0.06233121	0.007777898	0.003024738	0.002592633	0.001620395	0.003132764	0.001296316	0.007345792	7.56E-04	0.008426056	0.007777898	0.01328724	0.004645133	0.001512369	0.03964567	0.001620395	0.002916712	0.1983364	0.002052501	0.001620395	0.003132764	4.32E-04	0.005185265	0.00831803	0.006697634	4.32E-04	0.04699147	0.1583666
WinterFlounder	0.02268513	0.1532337	0.07165449	0.00796161	0.01515978	0	0.006107536	0.002835642	0.001854074	8.73E-04	0.04537027	0.08986803	0.05235031	0.008725052	0.001854074	0.001526884	0.001417821	0.005125968	0	0.006980041	0.001526884	0.004580652	0.009924746	0.0352274	9.82E-04	0	0.03828116	0.001308758	0.002835642	0.138183	0.00174501	0.004798778	0.003490021	1.09E-04	0.004035336	0.006107536	0.006761915	3.27E-04	0.04318901	0.2010034
WinterFlounder	0.01191371	0.1833208	0.03820972	2.15E-04	0.008049801	7.51E-04	0.004185897	0.001287968	0.006654503	0.005795857	0.05377267	0.07566813	0.0377804	0.03176988	0	6.44E-04	8.59E-04	0.05108941	0.001931952	0.01309434	0	0.004185897	0.01126972	0.00622518	0.004400558	0.003756574	0.09101642	0.01008908	0.005795857	0.1158098	0.004615219	0.001395299	0.00150263	0	0.001824622	0.01685092	0.01019642	9.66E-04	0.06214447	0.1209617
WinterFlounder	0.02621885	0.184182	0.06717226	2.17E-04	0.001083424	0.001191766	0.006825569	0.001083424	0	5.42E-04	0.04712893	0.107584	0.04279523	0.02101842	9.75E-04	6.50E-04	6.50E-04	0.01939328	6.50E-04	0.00411701	1.08E-04	0.02784399	0.0148429	0.01906826	0.0248104	0.002058505	0.03217768	0.01115926	0.003141928	0.1921993	0.002166847	0.001950163	0.001733478	0.002816901	7.58E-04	0.03131094	0.001516793	9.75E-04	0.07031419	0.0255688
WinterFlounder	0.03084416	0.1435065	0.08863636	0.001623377	0.004761905	0.004112554	0.005735931	0.004761905	0	0.005952381	0.03517316	0.07402597	0.06525974	0.007575758	0.003896104	0.001948052	0.001839827	0.002922078	8.66E-04	0.01082251	0.002164502	0.008008658	0.008658009	0.01991342	0.004437229	0.001190476	0.02662338	0.001298701	0.004545455	0.2195887	0.002380952	0.001515152	0.003787879	4.33E-04	0.007792208	0.006709957	0.003787879	4.33E-04	0.04242424	0.1400433
WinterFlounder	0.01875	0.1817888	0.0518319	2.16E-04	0.003556034	0.001616379	0.007650862	0.001293103	2.16E-04	4.31E-04	0.05107759	0.08028017	0.05452586	0.006465517	0	0.001939655	0.001939655	0.004849138	0.001293103	0.001616379	1.08E-04	0.01918103	0.009482759	0.01594828	0.007758621	0.001185345	0.03426724	0.003771552	0.001939655	0.2143319	0.00237069	0.001293103	0.002801724	0	0.005280172	0.03006466	0.003987069	9.70E-04	0.08857759	0.08534483
WinterFlounder	0.03367448	0.1523055	0.09640145	0.00165071	0.006822934	0.004401893	0.005942555	0.005832508	0	0.003411467	0.03158358	0.06690877	0.06745901	0.007153076	0.003851656	0.002421041	0.002090899	0.002531088	9.90E-04	0.008363596	0.00165071	0.01276549	0.009574117	0.02542093	0.005062177	0.00165071	0.0309233	0.001430615	0.003741609	0.1900517	0.001980852	0.001870804	0.002751183	4.40E-04	0.007043029	0.01221525	0.005832508	5.50E-04	0.05854517	0.1227028
WinterFlounder	0.03515408	0.1451774	0.0704194	0.001557459	0.005673601	0.00266993	0.007453554	0.003782401	0	0.003782401	0.04060518	0.05061742	0.07242185	0.006563578	0.003782401	0.001668706	0.0018912	0.002447436	0.001001224	0.00456113	0.001001224	0.01757704	0.008343531	0.0248081	0.006007342	0.001223718	0.02703304	0.001334965	0.003003671	0.2191567	0.002558683	0.001001224	0.003226165	3.34E-04	0.005562354	0.01435087	0.004894872	6.67E-04	0.06997441	0.1267104
WinterFlounder	0.02472175	0.182149	0.104345	3.21E-04	0.00192637	0.002568493	0.003103596	0.001284247	0	8.56E-04	0.03446062	0.13003	0.06389127	0.01038099	0.00192637	6.42E-04	7.49E-04	0.01038099	4.28E-04	0.006742295	6.42E-04	0.01498288	0.02771832	0.01380565	0.008775685	9.63E-04	0.01423373	0.003424658	0.003317637	0.166417	0.006100171	0.003531678	0.001391267	8.56E-04	0.002889555	0.008347603	0.001070205	6.42E-04	0.04858733	0.09139555
WinterFlounder	0.03270718	0.1531492	0.08994475	0.001325967	0.00718232	0.003314917	0.005635359	0.003314917	0	0.002320442	0.0318232	0.1035359	0.06541436	0.008176796	0.003314917	0.002209945	0.002209945	0.002872928	0.001546961	0.006961326	9.94E-04	0.01027624	0.02132597	0.009723757	0.004198895	0.001325967	0.02453039	0.001436464	0.003535912	0.1756906	0.01237569	0.003535912	0.002099448	3.31E-04	0.005303867	0.008839779	0.00519337	7.73E-04	0.04983425	0.1317127
WinterFlounder	0.02685354	0.1964267	0.1155451	2.14E-04	0.001604793	0.001711779	0.003316572	8.56E-04	0	5.35E-04	0.03669627	0.1368353	0.05434899	0.009200813	0.001390821	4.28E-04	6.42E-04	0.007168075	5.35E-04	0.003423558	3.21E-04	0.01561999	0.02043436	0.01422916	0.009307799	8.56E-04	0.02032738	0.003209586	0.002567669	0.1698941	0.003851503	0.002674655	0.001497807	9.63E-04	0.00224671	0.01594094	0.001069862	6.42E-04	0.05360009	0.06301487
WinterFlounder	0.03481754	0.1615891	0.1017744	0.001562326	0.007588439	0.003236246	0.005914518	0.004017409	0	0.00167392	0.03091173	0.08782502	0.07588439	0.007476844	0.003682625	0.002343488	0.002343488	0.002455083	0.001115947	0.006695681	8.93E-04	0.009931927	0.007365249	0.009485548	0.004575382	0.001339136	0.02421605	0.001227542	0.003124651	0.181453	0.00167392	0.001450731	0.002231894	3.35E-04	0.005579734	0.01249861	0.005356545	5.58E-04	0.06461332	0.1191831
WinterFlounder	0.02763312	0.1902434	0.1513445	3.19E-04	0.002444468	0.002763312	0.003294718	0.001487937	0	8.50E-04	0.03347858	0.1176533	0.05696673	0.007439685	0.001913062	7.44E-04	9.57E-04	0.009140185	7.44E-04	0.00435753	4.25E-04	0.02072484	0.01881178	0.01817409	0.008289935	0.001381656	0.01541078	0.003613561	0.002763312	0.1516633	0.005101499	0.002444468	0.0017005	9.57E-04	0.002125624	0.017005	0.001275375	8.50E-04	0.05473483	0.05877351
WinterFlounder	0.02829268	0.1908943	0.1366938	4.34E-04	0.003360434	0.001842818	0.003468835	8.67E-04	0	3.25E-04	0.0301355	0.136477	0.06265583	0.0099729	0.001517615	4.34E-04	7.59E-04	0.006829268	8.67E-04	0.003252033	4.34E-04	0.01387534	0.02254743	0.01322493	0.00899729	0.001084011	0.01691057	0.002818428	0.002710027	0.1543631	0.004661247	0.002710027	0.001192412	8.67E-04	0.002601626	0.0102981	0.002601626	5.42E-04	0.04097561	0.07750678
WinterFlounder	0.03399779	0.1706534	0.109856	0.001550388	0.006976744	0.002768549	0.005647841	0.002768549	0	0.001218162	0.03222591	0.09258029	0.07585825	0.006976744	0.003322259	0.001993355	0.002214839	0.001993355	0.001218162	0.004761905	7.75E-04	0.01063123	0.008084164	0.01173865	0.004651163	0.001218162	0.02436323	0.001218162	0.002547065	0.1586932	0.00166113	0.001550388	0.002104097	4.43E-04	0.004318937	0.01306755	0.005537099	5.54E-04	0.06766334	0.120598
WinterFlounder	0.02693459	0.195062	0.1420479	4.28E-04	0.002458316	0.002030782	0.003099615	9.62E-04	0	6.41E-04	0.0300342	0.1376657	0.05878581	0.009833262	0.001496366	7.48E-04	6.41E-04	0.01507054	5.34E-04	0.009085079	5.34E-04	0.01400171	0.02276614	0.01378794	0.00780248	6.41E-04	0.01336041	0.002992732	0.002992732	0.1423685	0.004916631	0.002672082	0.001389483	7.48E-04	0.002458316	0.009940145	0.001603249	5.34E-04	0.04574605	0.07118427
WinterFlounder	0.02718904	0.1874331	0.1187112	2.14E-04	0.002033826	0.002033826	0.002997217	9.63E-04	0	5.35E-04	0.03082852	0.1359452	0.0605866	0.00867052	0.001712695	6.42E-04	6.42E-04	0.009419824	5.35E-04	0.004816956	5.35E-04	0.01520017	0.02376365	0.01412974	0.008777564	0.001070435	0.01370156	0.003639478	0.003211304	0.162492	0.004816956	0.002676086	0.001284522	8.56E-04	0.00278313	0.01134661	0.001498608	6.42E-04	0.05031043	0.08135303
WinterFlounder	0.02248269	0.1764518	0.05721897	3.20E-04	0.002237613	0.001491742	0.00426212	0.001172083	0	6.39E-04	0.04858817	0.0795951	0.04507192	0.01182738	0.00106553	4.26E-04	7.46E-04	0.009270112	7.46E-04	0.002983484	2.13E-04	0.01992541	0.02546617	0.01257326	0.01299947	0.001491742	0.03846564	0.004901438	0.002344166	0.1979755	0.005753863	0.002876931	0.001811401	0.001491742	0.001172083	0.02365477	0.001598295	8.52E-04	0.065317	0.11252
WinterFlounder	0.0284122	0.1532073	0.0724511	0.001311332	0.006447383	0.003059775	0.005900994	0.003496886	0	0.00185772	0.0430554	0.054311	0.06589444	0.007103049	0.00284122	0.002076276	0.00185772	0.002404109	0.001966998	0.005463884	9.83E-04	0.01256693	0.008195826	0.01748443	0.004589662	0.001202054	0.03289258	0.001092777	0.002731942	0.1871927	0.001966998	0.001311332	0.002513387	3.28E-04	0.004371107	0.01191127	0.006338105	5.46E-04	0.06250683	0.1761556
WinterFlounder	0.0340643	0.1788376	0.14967	5.32E-04	0.002874175	0.003619331	0.002235469	0.001703215	0	9.58E-04	0.02490952	0.1257185	0.05269321	0.01394507	0.001490313	9.58E-04	7.45E-04	0.01969342	6.39E-04	0.01479668	7.45E-04	0.01234831	0.03619331	0.01202895	0.006599957	0.001064509	0.01160315	0.003512881	0.003938684	0.1241218	0.01032574	0.004470939	0.00117096	6.39E-04	0.002874175	0.007025761	0.001277411	5.32E-04	0.04311263	0.0863317
WinterFlounder	0.02781097	0.1525258	0.06724606	9.78E-04	0.008256382	0.003150462	0.005323194	0.004780011	0	0.002498642	0.04160782	0.07582835	0.05203694	0.01151548	0.002281369	0.003693645	0.001520913	0.00608365	0.001955459	0.01966323	5.43E-04	0.00575774	0.0101032	0.01086366	0.01042911	0.002064096	0.05301467	0.003585008	0.008365019	0.159044	0.001520913	0.002498642	0.001955459	0.001412276	0.004019555	0.009994568	0.01042911	0.001195003	0.0519283	0.1625204
WinterFlounder	0.03287848	0.1995272	0.1765338	2.15E-04	6.45E-04	5.37E-04	0.004942516	6.45E-04	0	3.22E-04	0.03201891	0.1561191	0.03438272	0.01826582	5.37E-04	4.30E-04	6.45E-04	0.01461266	5.37E-04	0.00268615	5.37E-04	0.01923284	0.01300097	0.009347803	0.02127431	0.001934028	2.15E-04	0.001504244	0.008488235	0.1584829	2.15E-04	0.002041474	8.60E-04	0.002901042	2.15E-04	4.30E-04	0.02417535	0.003115934	7.52E-04	0.05479746
WinterFlounder	0.03053773	0.1524674	0.09105997	0.001327727	0.009294092	0.00365125	0.006196061	0.002655455	0	0.001991591	0.03916796	0.07700819	0.06705023	0.008187652	0.004425758	0.002766099	0.002212879	0.003098031	0.001880947	0.009072804	4.43E-04	0.007302501	0.007523788	0.01017924	0.004093826	0.001438371	0.02434167	0.001770303	0.002987387	0.1978314	0.001438371	0.001549015	0.002876743	3.32E-04	0.006638637	0.00951538	0.004978978	4.43E-04	0.05310909	0.1471565
WinterFlounder	0.03095055	0.1491354	0.0858024	0.001431876	0.0077101	0.003304329	0.006278224	0.003304329	0	0.003524617	0.03425487	0.08062562	0.06773874	0.007820245	0.003634762	0.002533319	0.00231303	0.002533319	0.00154202	0.007489812	7.71E-04	0.009472409	0.0077101	0.01266659	0.004405772	0.001431876	0.02874766	0.001431876	0.002973896	0.2018945	0.001982597	0.001762309	0.002753607	4.41E-04	0.006388369	0.009472409	0.004846349	5.51E-04	0.05749532	0.1408745
WinterFlounder	0.02314667	0.2215467	0.06101333	1.07E-04	0.001493333	3.20E-04	0.00384	4.27E-04	0	2.13E-04	0.03797333	0.08288	0.02538667	0.01653333	3.20E-04	3.20E-04	3.20E-04	0.009173333	5.33E-04	0.00128	3.20E-04	0.01162667	0.01429333	0.007786667	0.0128	0.00224	0.06570667	0.00544	0.002026667	0.20896	0.00192	0.001493333	0.001386667	0.001173333	4.27E-04	0.03328	0.001386667	9.60E-04	0.09066667	0.04928
WinterFlounder	0.03279778	0.1645429	0.08299169	0.001218837	0.007534626	0.002437673	0.006094183	0.003102493	0	0.001440443	0.03501385	0.07767313	0.06072022	0.009972299	0.00265928	0.00265928	0.00199446	0.00498615	0.001551247	0.008864266	6.65E-04	0.0134072	0.01074792	0.02072022	0.006980609	0.00132964	0.04299169	0.002216066	0.003767313	0.1700831	0.002216066	0.002105263	0.003434903	7.76E-04	0.004764543	0.01296399	0.008975069	6.65E-04	0.05152355	0.1314127
WinterFlounder	0.04143462	0.1441301	0.1206282	0.001893517	0.006126086	0.004900869	0.005791936	0.005569169	0	0.005235019	0.03129873	0.07562932	0.07741145	0.007017153	0.004900869	0.002339051	0.002673201	0.002339051	0.001113834	0.00690577	0.001336601	0.01314324	0.008799287	0.01592782	0.004789485	0.001447984	0.01971486	0.001336601	0.003230118	0.2094008	0.003007351	0.001782134	0.003230118	3.34E-04	0.007128536	0.0100245	0.003787035	5.57E-04	0.05335264	0.09033192
WinterFlounder	0.01809955	0.1758242	0.10181	0.006679595	0.02003878	4.31E-04	0.004417151	0	0.001292825	0	0.03199741	0.09254471	0.03598362	0.004417151	0.001616031	0	0.001723766	0.002693385	7.54E-04	0.006033183	0.004848093	0.003016591	0.01572937	0.04708037	7.54E-04	0	0.02359405	0.001185089	0.002046973	0.1017022	0.003447533	0.005063564	0.003232062	0	0.003124327	0.005171299	0.006464124	4.31E-04	0.04718811	0.2195647
WinterFlounder	0.02649884	0.1483935	0.06326598	0.007728829	0.01556807	0	0.005741415	0.003643591	0	0.001435354	0.04471679	0.08280888	0.03765044	0.00960583	0.001435354	0.001104118	0.001877001	0.004747709	8.83E-04	0.007176769	0.001766589	0.00419565	0.01799713	0.04493762	7.73E-04	0	0.04074197	0.001987413	0.003312355	0.1617533	0.003091531	0.003312355	0.004747709	7.73E-04	0.00419565	0.004416473	0.008722535	3.31E-04	0.03389643	0.1947665
WinterFlounder	0.03529149	0.1350235	0.1158142	0.001898593	0.008152781	0.005249051	0.005919142	0.004914005	0	0.005025687	0.03439803	0.07773062	0.07594371	0.006812598	0.004578959	0.002568684	0.002680366	0.002121957	0.001228501	0.007706053	0.001786911	0.0117266	0.009046236	0.01764574	0.004914005	0.001675229	0.02389993	0.001563547	0.003573822	0.2067233	0.002457002	0.001898593	0.004690641	3.35E-04	0.007147644	0.008599509	0.004132231	6.70E-04	0.05606433	0.09839178
WinterFlounder	0.01539262	0.1667187	0.02080083	0.003432137	0.01445658	0.00124805	0.009048362	0	0.00676027	0.001040042	0.06229849	0.05553822	0.03515341	0.0049922	0.001872075	0.001872075	9.36E-04	0.001352054	0.003224129	0.002288092	6.24E-04	0.004888196	0.01133645	0.009360374	0.003224129	7.28E-04	0.04700988	0.001144046	0.002808112	0.1635985	0.001352054	0.004264171	0.001664067	3.12E-04	0.004888196	0.00800832	0.02038482	7.28E-04	0.04430577	0.2609464
WinterFlounder	0.0388728	0.1677434	0.1230786	0.001893517	0.004900869	0.002339051	0.004900869	0.002784585	0	0.001336601	0.02873691	0.1011361	0.08130987	0.006237469	0.003675652	0.001225217	0.002339051	0.001336601	4.46E-04	0.002561818	0.001336601	0.01058142	0.008687904	0.0100245	0.004566719	0.001113834	0.02060593	8.91E-04	0.003007351	0.1723101	0.001670751	0.001225217	0.002004901	3.34E-04	0.004789485	0.01459122	0.005012252	6.68E-04	0.0744041	0.08531967
WinterFlounder	0.03979432	0.1533646	0.1201654	0.001788509	0.006036217	0.003800581	0.005812654	0.004806617	0	0.002682763	0.02895149	0.06528057	0.08260675	0.007265817	0.004471272	0.001900291	0.002682763	0.002235636	0.001117818	0.006036217	0.001564945	0.01453163	0.007265817	0.01743796	0.005141963	0.001341382	0.01933825	0.001117818	0.003353454	0.1876816	0.002123854	0.0012296	0.002570981	4.47E-04	0.00558909	0.01419629	0.004694836	6.71E-04	0.07031075	0.09859155
WinterFlounder	0.0384486	0.160408	0.107275	0.001905616	0.006389418	0.002914471	0.006389418	0.003699137	0	0.001793521	0.03161081	0.0657998	0.08115682	0.007061989	0.003923327	0.001681426	0.002353996	0.001569331	0.001008856	0.003923327	0.001233046	0.01176998	0.007061989	0.01053694	0.004932182	0.001233046	0.02387625	0.001008856	0.002914471	0.1928035	0.001793521	0.001008856	0.001905616	4.48E-04	0.005156373	0.01569331	0.005380563	6.73E-04	0.07667302	0.1045847
WinterFlounder	0.01984432	0.1577678	0.06051968	0.0067975	0.01458173	0	0	0.001534919	5.48E-04	0.001754194	0.05174871	0.08453021	0.04188137	0.007345686	0.001644557	0.002412016	0.001863831	0.003837299	3.29E-04	0.005043307	0.001425282	0.006139678	0.01370464	0.03585133	8.77E-04	0.001206008	0.03376823	0.001096371	0.002302379	0.1686219	0.003289113	0.004714395	0.003179476	0	0.004275847	0.006249315	0.005591492	0.001206008	0.04999452	0.1925227
WinterFlounder	0.0216971	0.1914071	0.05639098	3.22E-04	0.002792696	0.001288937	0.005692803	0.001933405	4.30E-04	9.67E-04	0.03974221	0.0905478	0.05155747	0.01020408	0	0.001503759	0.001503759	0.009129968	8.59E-04	0.003544576	3.22E-04	0.01804511	0.01267454	0.01181525	0.01267454	0.001825994	0.05220193	0.006659506	0.003437164	0.1978518	0.001718582	0.001288937	0.001503759	0	0.006337272	0.0329753	0.00236305	0.001074114	0.0726101	0.07110634
WinterFlounder	0.03917706	0.133399	0.1140293	0.001532064	0.004158459	0.004924491	0.004158459	0.005033924	0	0.005690523	0.0211206	0.08995404	0.06609761	0.007769753	0.003392427	0.001422631	0.001969796	0.002954695	8.75E-04	0.008864084	0.002298096	0.01575837	0.05099584	0.01761873	0.004267892	9.85E-04	0.01433574	0.001094331	0.004049026	0.1506894	0.04049026	0.00766032	0.002626395	4.38E-04	0.005143357	0.008973517	0.003392427	7.66E-04	0.0528562	0.09903699
WinterFlounder	0.0363616	0.1568584	0.1012531	0.00179011	0.006153502	0.003244574	0.006265384	0.003356456	0	0.002125755	0.0326695	0.07014992	0.079548	0.007048557	0.00425151	0.00179011	0.002237637	0.002685164	0.001118819	0.006601029	0.0012307	0.01185948	0.007384202	0.01409711	0.004699038	0.0012307	0.02327143	0.001342582	0.00302081	0.189416	0.002013873	0.001454464	0.003468337	4.48E-04	0.005705974	0.01342582	0.005258447	6.71E-04	0.06668158	0.1178116
WinterFlounder	0.03672843	0.1585352	0.1549172	0.001534919	0.005701129	0.003179476	0.004385484	0.003508387	0	0.002521653	0.02521653	0.08781932	0.06315097	0.005810766	0.003179476	0.001644557	0.002083105	0.003069839	8.77E-04	0.006468589	0.001425282	0.01644557	0.008880605	0.02412016	0.004824032	0.001315645	0.02455871	0.001315645	0.003508387	0.161934	0.002521653	0.001315645	0.003618024	4.39E-04	0.004714395	0.01162153	0.004056573	5.48E-04	0.05481855	0.09768666
WinterFlounder	0.0210736	0.1843154	0.05682533	5.24E-04	0.007234221	0.001887188	0.00471797	0.002306563	2.10E-04	0.002516251	0.03826798	0.1010694	0.03952611	0.006290627	4.19E-04	0.002411407	6.29E-04	0.002411407	0.001677501	0.004403439	0.001048438	0.009960159	0.01048438	0.01813797	0.00304047	0.001258125	0.03292095	8.39E-04	0.002935626	0.1936465	0.001467813	0.001048438	0.00304047	0	0.006185783	0.003984064	0.002830782	3.15E-04	0.04225204	0.185888
WinterFlounder	0.01951488	0.1627343	0.08886439	0.008820287	0.02216097	0	0.006063947	0	0.003197354	0.001653804	0.05049614	0.09459757	0.03450937	0.005071665	0	0	0.001212789	0.003417861	0	0.00275634	0.001212789	0.005181918	0.01510474	0.07442117	0.002094818	0	0.03296582	7.72E-04	0.00154355	0.1149945	0.001653804	0.002315325	0.005733186	2.21E-04	0.003748622	0.005181918	0.005622933	7.72E-04	0.0306505	0.1907387
WinterFlounder	0.01383793	0.1668938	0.02767586	6.29E-04	0.01289443	0.001572492	0.007967292	0.002096656	0.00450781	0.001362826	0.0517874	0.05681937	0.03186917	0.003669148	0.001991823	0.001572492	0.001257994	0.001467659	0.003669148	0.002201489	7.34E-04	0.003669148	0.01719258	0.0252647	0.002935318	6.29E-04	0.02966768	0.001257994	0.001782157	0.1739176	0.003354649	0.003983646	5.24E-04	4.19E-04	0.005451305	0.01268477	0.00450781	5.24E-04	0.0588112	0.2569452
WinterFlounder	0.02807243	0.1938284	0.106611	3.21E-04	0.00192864	0.00128576	0.004178721	0.001821494	4.29E-04	0.001071467	0.03085824	0.1216115	0.05143041	0.009214615	0	0.0016072	0.001071467	0.008143148	5.36E-04	0.004607307	3.21E-04	0.02067931	0.01210758	0.01350048	0.01092896	0.001392907	0.0273224	0.006000214	0.003000107	0.184078	0.001500054	0.0016072	0.0016072	0	0.006000214	0.02496518	0.001392907	9.64E-04	0.0695382	0.04446587
WinterFlounder	0.02561154	0.1563872	0.03616977	9.41E-04	0.01034915	0.003763328	0.008362952	0.004495087	0.004704161	0.004808697	0.04840059	0.06554464	0.03083839	0.006794899	0.001986201	0.002508886	9.41E-04	0.002613423	0.002613423	0.008362952	0.001254443	0.005331382	0.01515785	0.009512858	0.003972402	9.41E-04	0.04996864	0.00167259	0.003763328	0.1737403	0.003345181	0.003345181	0.001254443	4.18E-04	0.00606314	0.008467489	0.01547146	7.32E-04	0.04756429	0.2218273
WinterFlounder	0.03906074	0.1556785	0.1387446	0.001806277	0.007563784	0.003725446	0.0058704	0.003838338	0	0.002370738	0.02844886	0.06536464	0.09008806	0.007225107	0.003838338	0.001919169	0.002370738	0.002709415	0.001128923	0.008466923	0.001806277	0.01817566	0.009257169	0.01896591	0.0058704	0.0014676	0.02461052	0.001580492	0.004177015	0.1643712	0.002483631	0.001580492	0.002596523	5.64E-04	0.005757507	0.01569203	0.00541883	6.77E-04	0.06468729	0.08004064
WinterFlounder	0.01742498	0.1682263	0.0705604	0.005162956	0.01150909	0	0.005485641	0.001505862	0.001936108	0.003549532	0.05044638	0.09347101	0.04065828	0.006561256	0.001505862	6.45E-04	0.001075616	0.004517586	6.45E-04	0.004517586	0.001290739	0.003764655	0.0134452	0.02957943	0.001505862	0	0.03925998	0.001398301	0.002904163	0.124879	0.001613424	0.002258793	0.00408734	6.45E-04	0.002473916	0.005055394	0.007636872	4.30E-04	0.02871894	0.2396472
WinterFlounder	0.03761931	0.1588995	0.1255474	0.002021336	0.004604155	0.003144301	0.005502527	0.003593487	0	0.001459854	0.02683885	0.06457047	0.08074116	0.007973049	0.004042673	0.001796743	0.002919708	0.002582819	8.98E-04	0.004267266	0.00190904	0.0128018	0.009096013	0.01010668	0.00572712	0.001347558	0.0254913	0.001122965	0.003705783	0.1702414	0.002695115	0.001459854	0.002133633	5.61E-04	0.005053341	0.01807973	0.006288602	8.98E-04	0.07860752	0.1036496
WinterFlounder	0.02819007	0.1933796	0.1123332	3.20E-04	0.002776295	0.001388147	0.004378003	0.002135611	4.27E-04	0.001067806	0.03395622	0.1110518	0.0522157	0.008969568	0	0.001388147	0.001388147	0.007261078	8.54E-04	0.004805125	2.14E-04	0.01825948	0.01131874	0.0148425	0.00939669	0.001601708	0.03267485	0.00565937	0.003416978	0.1744794	0.001388147	0.001281367	0.001494928	0	0.00565937	0.02530699	0.002028831	0.001174586	0.0796583	0.04185798
WinterFlounder	0.03263041	0.1467259	0.1068812	0.001553829	0.007880133	0.003884573	0.005882353	0.003218646	0	0.002108768	0.03129856	0.07824639	0.07813541	0.007103219	0.004550499	0.002330744	0.002441731	0.002330744	0.001553829	0.005882353	9.99E-04	0.009655938	0.009100999	0.01331853	0.004328524	0.001442841	0.02264151	0.001331853	0.002885683	0.1915649	0.00199778	0.001886792	0.002885683	4.44E-04	0.005882353	0.01198668	0.004772475	5.55E-04	0.0672586	0.1204218
WinterFlounder	0.01045752	0.1603486	0.02777778	0.005010893	0.01546841	0	0.005664488	0	0.001742919	0.002396514	0.06078431	0.06459695	0.0288671	0.00620915	0.001198257	0	0	0.003594771	0	0.002396514	0.001198257	0.002941176	0.01285403	0.02581699	0.001851852	0	0.06318083	8.71E-04	0.001851852	0.1528322	0.001742919	0.001416122	0.005119826	1.09E-04	0.002287582	0.005664488	0.008932462	3.27E-04	0.02973856	0.2847495
WinterFlounder	0.03203686	0.1700418	0.04446587	9.64E-04	0.008143148	0.003321547	0.007714561	0.003321547	0.005250188	0.003428694	0.03546555	0.08153863	0.03525126	0.007178828	0.001714347	0.001821494	0.001392907	0.002464374	0.00225008	0.007393121	8.57E-04	0.0128576	0.02378656	0.01435766	0.003750134	9.64E-04	0.0323583	0.001392907	0.003214401	0.1523626	0.004285867	0.005571628	0.00225008	7.50E-04	0.005250188	0.007821708	0.005893068	4.29E-04	0.04318011	0.223508
